DATE,Address,Leese's Date,Title,Note
12.08.2011 Edged and numbered 5 in blue (part of),Flat 1710 Landmark East Tower (seventeenth floor flat),15.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238076,
12.08.2011 Edged and numbered 5 in blue (part of),Flat 2510 Landmark East Tower (twenty fifth floor flat),01.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238127,
12.08.2011 139 in blue on the supplementary plan,Parking space 103 (basement level),01.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238127,
17.08.2011 Edged and numbered 5 in blue (part of),Flat 4210 Landmark East Tower (forty second floor flat),14.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238344,
17.08.2011 Edged and numbered 5 in blue (part of),Flat 1905 Landmark East Tower (nineteenth floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238377,
17.08.2011 Edged and numbered 5 in blue (part of),Flat 3802 Landmark East Tower (thirty eighth floor flat),22.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238438,
18.08.2011 Edged and numbered 5 in blue (part of),Flat 1910 Landmark East Tower (nineteenth floor flat),27.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238469,
18.08.2011 Edged and numbered 5 in blue (part of),Flat 201 Landmark East Tower (second floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238472,
18.08.2011 Edged and numbered 5 in blue (part of),Flat 3503 Landmark East Tower (thirty fifth floor flat),16.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238475,
18.08.2011 Edged and numbered 5 in blue (part of),Flat 4103 Landmark East Tower (forty third floor flat),08.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238541,
18.08.2011 Edged and numbered 5 in blue (part of),Flat 2603 Landmark East Tower (twenty sixth floor flat),08.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238549,
22.08.2011 Edged and numbered 5 in blue (part of),Flat 3105 Landmark East Tower (thirty first floor flat),27.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL238659,
26.08.2011 140 in blue on the supplementary plan,Parking space 5 (basement level),10.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL239050,
26.08.2011 Edged and numbered 5 in blue (part of),Flat 2610 Landmark East Tower (twenty sixth floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL239077,
26.08.2011 Edged and numbered 5 in blue (part of),Flat 309 Landmark East Tower (third floor flat),20.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL239082,
26.08.2011 Edged and numbered 5 in blue (part of),Flat 4102 Landmark East Tower (forty first floor flat),01.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL239086,
26.08.2011 Edged and numbered 5 in blue (part of),Flat 1801 Landmark East Tower (eighteenth floor flat),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL239095,
26.08.2011 141 in blue on the supplementary plan,Parking space 102 (basement level),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL239095,
01.09.2011 Edged and numbered 5 in blue (part of),Flat 3505 Landmark East Tower (thirty fifth floor flat),12.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL239366,
02.09.2011 Edged and numbered 4 in blue (part of),Flat 1501 Landmark West Tower (fifteenth floor flat),22.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL239442,
15.09.2011 Edged and numbered 5 in blue (part of),Flat 3310 Landmark East Tower (thirty third floor flat),19.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240198,
15.09.2011 Edged and numbered 5 in blue (part of),Flat 1106 Landmark East Tower (eleventh floor flat),25.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240203,
15.09.2011 Edged and numbered 5 in blue (part of),Flat 4003 Landmark East Tower (fortieth floor flat),26.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240228,
15.09.2011 142 in blue on the supplementary plan,Parking space 138 (basement level),26.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240228,
20.09.2011 Edged and numbered 5 in blue (part of),Flat 3010 Landmark East Tower (thirtieth floor flat),08.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240441,
20.09.2011 143 in blue on the supplementary plan,Parking space 169 (basement level),08.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240441,
27.09.2011 144 in blue on the supplementary plan,Parking space 44 (basement level),14.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240862,
27.09.2011 145 in blue on the supplementary plan,Parking space 194 (basement level),24.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240979,
28.09.2011 Edged and numbered 5 in blue (part of),Flat 2205 Landmark East Tower (twenty first floor flat),24.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240985,
28.09.2011 Edged and numbered 5 in blue (part of),Flat 3210 Landmark East Tower (thirty second floor flat),26.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL240999,
07.10.2011 Edged and numbered 5 in blue (part of),Flat 3201 Landmark East Tower (thirty second floor flat),30.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL241631,
11.10.2011 146 in blue on the supplementary plan,Parking space 9 (basement level),29.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL241825,
11.10.2011 Edged and numbered 4 in blue (part of),Flat 2306 Landmark West Tower (twenty third floor flat),29.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL241825,
19.10.2011 Edged and numbered 5 in blue (part of),Flat 3606 Landmark East Tower (thirty sixth floor flat),27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242313,
19.10.2011 147 and 148 in blue on the supplementary plan,Parking spaces 170 and 171 (basement level),27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242313,
19.10.2011 Edged and numbered 5 in blue (part of),Flat 1606 Landmark East Tower (sixteenth floor flat),27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242349,
19.10.2011 149 in blue on the supplementary plan,Parking space 153 (basement level),27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242349,
19.10.2011 Edged and numbered 5 in blue (part of),Flat 4105 Landmark East Tower (forty first floor flat),27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242352,
19.10.2011 150 in blue on the supplementary plan,Parking space 132 (basement level),27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242352,
19.10.2011 Edged and numbered 4 in blue (Part of),Flat 2506 Landmark West Tower (twenty fifth floor flat),27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242369,
19.10.2011 151 in blue on the supplementary plan,Parking space 84 (basement level),27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242369,
19.10.2011 Edged and numbered 4 in blue (part of),Flat 2902 Landmark West Tower (twenty ninth floor flat),27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242371,
19.10.2011 152 and 153 in blue on the supplementary plan Rectification,Parking spaces 53 and 54 (basement level) ted 14 December 2011.,27.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242371,See
20.10.2011 Edged and numbered 5 in blue (part of),Flat 4403 Landmark East Tower (forty fourth floor flat),07.10.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242453,
20.10.2011 154 and 155 in blue on the supplementary plan,Parking spaces 184 and 185 (basement level),07.10.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242453,
26.10.2011 Edged and numbered 5 in blue (part of),Flat 2710 Landmark East Tower (twenty seventh floor flat),19.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242723,
27.10.2011 Edged and numbered 5 in blue (part of),Flat 4203 Landmark East Tower (forty second floor flat),01.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242837,
27.10.2011 Edged and numbered 5 in blue (part of) Variation date,Flat 1605 Landmark East Tower (sixteenth floor flat) 2 March 2012.,05.10.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL242878,See
15.11.2011 Edged and numbered 5 in blue (part of),Flat 1405 Landmark East Tower (fourteenth floor flat),14.10.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL244119,
21.11.2011 Edged and numbered 5 in blue (part of),Flat 1805 Landmark East Tower (eighteenth floor flat),04.11.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL244570,
12.12.2011 Edged and numbered 5 in blue (part of,Flat 1505 Landmark East Tower  (fifteenth floor flat),04.10.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL245854,
12.12.2011 156 in blue on the supplementary plan,Parking space 137 (basement level),04.10.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL245854,
13.12.2011 Edged and numbered 5 in blue (part of),Flat 1705 Landmark East Tower (seventeenth floor flat),11.11.2011 999 years from 1.1.2009,AGL246170,
28.12.2011 Edged and numbered 5 in blue (part of),Flat 1305 Landmark East Tower (thirteenth floor flat),11.11.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL246993,
28.12.2011 Edged and numbered 5 in blue (part of),Flat 4303 Landmark East Tower (forty third floor flat),11.11.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL246998,
28.12.2011 157 in blue on the supplementary plan,Parking space 178 (basement level),11.11.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL246998,
05.01.2012 Edged and numbered 5 in blue (part of),Flat 4304 Landmark East Tower (forty third floor flat),16.12.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL247267,
05.01.2012 158 and 159 in blue on the supplementary plan,Parking spaces 180 and 181 (basement level),16.12.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL247267,
10.02.2012 Edged and numbered 3 in blue (part of) : Edged and numbered 6 in blue (part of),Podium Level Mayflower House,08.02.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL249873,
21.02.2012 Edged and numbered 5 in blue (part of),Flat 2910 Landmark East Tower ( twenty ninth floor flat),08.02.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL250376,
01.03.2012 Edged and numbered 5 in blue (part of),Flat 4404 Landmark East Tower (forty fourth floor flat),24.02.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL251130,
01.03.2012 160 in blue on the supplementary plan,Parking space 186 (basement level),24.02.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL251130,
08.03.2012 161 in blue on the supplementary plan,Parking space 191 (basement level),02.03.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL251601,
15.03.2012 162 in blue on the supplementary plan,Parking space 14 (basement level),10.02.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL252085,
06.06.2012 Edged and numbered 4 in blue (part of),Flat 1503 Landmark West Tower (fifteenth floor flat),01.05.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL257911,
06.06.2012 163 in blue on the supplementary plan,Parking space 13 (basement level),01.05.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL257911,
06.06.2012 Edged and numbered 4 in blue (part of),Flat 1603 Landmark West Tower (sixteenth floor flat),30.04.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL257923,
06.06.2012 164 in blue on the supplementary plan,Parking space 108 (basement level),30.04.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL257923,
22.06.2012 Edged and numbered 5 in blue (part of),Flat 4402 Landmark East Tower (forty fourth floor flat),08.06.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL259108,
22.06.2012 165 and 166 on the supplementary plan,Parking spaces 182 and 183,08.06.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL259109,
26.06.2012 167 and 168 on the supplementary plan,Parking spaces 16 and 18,16.05.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL259289,
02.07.2012 Edged and numbered 5 in blue (part of),Flat 2903 Landmark West Tower (twenty ninth floor flat),30.04.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL259688,
02.07.2012 169 on the supplementary plan,Parking space 58 (basement level),30.04.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL259688,
13.07.2012 Edged and numbered 5 in blue (part of),4401 Landmark East Tower (forty fourth floor flat),15.06.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL260682,
13.07.2012 170 on the supplementary plan,Parking space 136 (basement level),13.07.2012 999 years from and including 1.1.2009 until and including 31.12.3007,AGL260682,
06.08.2012 171 in blue on the supplementary plan,Parking space 57 (basement level),26.06.2012 999 years from 1.1.2009,AGL262369,
06.09.2012 Edged and numbered 5 in blue (part of),Flat 3110 Landmark East Tower (thirty first floor flat),30.09.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL264805,
18.02.2013 172 in blue on the supplementary plan,Parking space 93 (basement level),16.12.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL277648,
14.03.2013 173 in blue on the supplementary plan,Parking space 187 (basement level),01.03.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL279369,
14.03.2013 Edged and numbered 5 in blue (part of),Flat 4302 Landmark East Tower (forty third floor flat),01.03.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL279369,
27.03.2013 174 in blue on the supplementary plan,Parking space 179 (basement level),15.03.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL280231,
19.04.2013 Edged and numbered 5 in blue (part of),Flat 1403 Landmark East Tower (fourteenth floor flat),06.03.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL281991,
"23.05.2013 175,176 and 177 in blue on the supplementary plan","Parking spaces 175,188 and 189 (basement level)",10.05.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL284545,
23.05.2013 Edged and numbered 5 in blue (part of),Flat 4301 Landmark East Tower (forty third floor flat),10.05.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL284545,
25.07.2013 Edged and numbered 5 in blue (part of) : Edged and numbered 7 in blue (part of) dated 20 Augus,"Units 5-10 Landmark Square (Levels -2,-1,0,1 and 2) 2015.",15.01.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL289066,See
25.06.2013 178 in blue on supplementary plan 1 : 179 in blue on supplementary plan 1 dated 20 Augus,Parking space 133 (basement level) : Parking space 165 (basement level) 2015.,15.01.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL289066,See
22.11.2013 Edged and numbered 2 in blue (part of),Land at Endeavour House (Levels 0 and -1),21.10.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL297845,
23.10.2013 180 in blue on supplementary plan 1,Parking space 71 (basement level),03.10.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL295505,
06.02.2014 181 in blue on supplementary plan 1,Parking space 177 (basement level),22.01.2014 999 years from and including 1.1.2009 until and including 31.12.3007,AGL303687,
20.05.2014 182 in blue on supplementary plan 1,Parking space 25 (basement level),02.05.2014 999 years from and including 1.1.2009 until and including 31.12.3007,AGL312342,
24.09.2014 183 in blue on supplementary plan 1 dated 28 July,Parking space 26 (basement level) 17.,28.07.2014 999 years from and including 1.1.2009 until and including 31.12.3007,AGL323375,See
03.12.2014 185 in blue on supplementary plan 1,Parking space 176 (basement level),14.11.2014 999 years from and including 1.1.2009 until and including 31.12.3007,AGL329031,
09.04.2015 186 in blue on supplementary plan 1,Parking space 109 (basement level),20.08.2013 999 years from and including 1.1.2009 until and including 31.12.3007,AGL339742,
10.07.2015 Edged and numbered 8 in blue (part of),Land lying to the west of Marsh Wall,01.07.2015 999 years from 1.7.2015,AGL348265,
17.09.2015 Edged and numbered 4 in blue (part of) plan.,"Parts of Landmark West Tower at Podium Level 0, Level 01, Level -01 and basement Level 02",11.08.2015 999 years from and including 30.07.2015 to and including 29.07.3014,AGL354947,The
"22.12.2015 11,187,188 and 189 in blue on the supplementary plan","Parking spaces 3,20,21 and 77 (basement level)",11.08.2015 999 years from and including 30.07.2015 until and including 29.07.3014,AGL363333,
22.01.2016 190 in blue on the supplementary plan,Parking space 12 (basement level),21.01.2015 999 years from and including 1.1.2009 until and including 31.12.3007,AGL365942,
16.06.2016 Edged and numbered 4 in blue (part of),Flat 308 Landmark West Tower (third floor flat),03.06.2016 999 years from and including 1.1.2009 until and including 31.12.3008,AGL380249,
27.06.2016 Edged and numbered 5 in blue (part of),Flat 4108 Landmark East Tower (forty first floor flat),22.06.2016 999 years from and including 1.1.2009 until and including 31.12.3007,AGL381239,
02.11.2016 Edged and numbered 4 in blue (part of),35 and 40 Landmark Square (basement level minus 01 (-1)),24.10.2016 999 years from and including 1.1.2015 until and including 31.12.3013,AGL393979,
02.11.2016 191 in blue on the supplementary plan,Parking space 42 (basement level),24.10.2016 999 years from and including 1.1.2015 until and including 31.12.3013,AGL393983,
02.11.2016 Edged and numbered 192 in blue (part of),Land on the East side of Westferry Road,24.10.2016 999 years from and including 24.10.2016 expiring on 23.10.3015,AGL393989,
10.08.2011 Edged and numbered 5 in blue (part of),Flat 3703 Landmark East Tower (thirty seventh floor flat),29.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237883,
28.02.2011 Edged and numbered 5 in blue (Part of) dated 14 Novem,Flat 4010 Landmark East Tower (fortieth floor flat) r 2014.,14.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228373,See
21.11.2016 Edged and numbered 193 in blue (part of),1 Landmark Square (Podium (00) Level),25.10.2016 999 years from and including 1.1.2009 until and including 31.12.3007,AGL395915,
